,Company Names,Tickers
0,20 Microns Limited,20MICRONS.NS
1,21st Century Management Services Limited,21STCENMGM.NS
2,3i Infotech Limited,3IINFOTECH.NS
3,3M India Limited,3MINDIA.NS
4,3P Land Holdings Limited,3PLAND.NS
5,5Paisa Capital Limited,5PAISA.NS
6,63 moons technologies limited,63MOONS.NS
7,A2Z Infra Engineering Limited,A2ZINFRA.NS
8,Aarti Drugs Limited,AARTIDRUGS.NS
9,Aarti Industries Limited,AARTIIND.NS
10,Aarvee Denims & Exports Limited,AARVEEDEN.NS
11,Aavas Financiers Limited,AAVAS.NS
12,Aban Offshore Limited,ABAN.NS
13,ABB India Limited,ABB.NS
14,Abbott India Limited,ABBOTINDIA.NS
15,Aditya Birla Capital Limited,ABCAPITAL.NS
16,Aditya Birla Fashion and Retail Limited,ABFRL.NS
17,ABM International Limited,ABMINTLTD.NS
18,ACC Limited,ACC.NS
19,Accelya Solutions India Limited,ACCELYA.NS
20,Action Construction Equipment Limited,ACE.NS
21,Adani Enterprises Limited,ADANIENT.NS
22,Adani Gas Limited,ADANIGAS.NS
23,Adani Green Energy Limited,ADANIGREEN.NS
24,Adani Ports and Special Economic Zone Limited,ADANIPORTS.NS
25,Adani Power Limited,ADANIPOWER.NS
26,Adani Transmission Limited,ADANITRANS.NS
27,ADF Foods Limited,ADFFOODS.NS
28,Adhunik Metaliks Limited,ADHUNIK.NS
29,Adhunik Industries Limited,ADHUNIKIND.NS
30,Adlabs Entertainment Limited,ADLABS.NS
31,Ador Welding Limited,ADORWELD.NS
32,Adroit Infotech Limited,ADROITINFO.NS
33,Allied Digital Services Limited,ADSL.NS
34,Advani Hotels & Resorts (India) Limited,ADVANIHOTR.NS
35,Advanced Enzyme Technologies Limited,ADVENZYMES.NS
36,Aegis Logistics Limited,AEGISCHEM.NS
37,Affle (India) Limited,AFFLE.NS
38,Agarwal Industrial Corporation Limited,AGARIND.NS
39,AGC Networks Limited,AGCNET.NS
40,Agri-Tech (India) Limited,AGRITECH.NS
41,Agro Phos India Limited,AGROPHOS.NS
42,Asian Hotels (East) Limited,AHLEAST.NS
43,Ahluwalia Contracts (India) Limited,AHLUCONT.NS
44,Asian Hotels (West) Limited,AHLWEST.NS
45,AIA Engineering Limited,AIAENG.NS
46,Monnet Ispat & Energy Limited,AIONJSW.NS
47,Airan Limited,AIRAN.NS
48,Ajanta Pharma Limited,AJANTPHARM.NS
49,Ajmera Realty & Infra India Limited,AJMERA.NS
50,Akash Infra-Projects Limited,AKASH.NS
51,AksharChem India Limited,AKSHARCHEM.NS
52,Aksh Optifibre Limited,AKSHOPTFBR.NS
53,Akzo Nobel India Limited,AKZOINDIA.NS
54,Alankit Limited,ALANKIT.NS
55,Albert David Limited,ALBERTDAVD.NS
56,Allahabad Bank,ALBK.NS
57,Alchemist Limited,ALCHEM.NS
58,Alembic Limited,ALEMBICLTD.NS
59,Alicon Castalloy Limited,ALICON.NS
60,Alkali Metals Limited,ALKALI.NS
61,Alkem Laboratories Limited,ALKEM.NS
62,Alkyl Amines Chemicals Limited,ALKYLAMINE.NS
63,Allcargo Logistics Limited,ALLCARGO.NS
64,Allsec Technologies Limited,ALLSEC.NS
65,Almondz Global Securities Limited,ALMONDZ.NS
66,Alok Industries Limited,ALOKTEXT.NS
67,Alpa Laboratories Limited,ALPA.NS
68,Alphageo (India) Limited,ALPHAGEO.NS
69,Alps Industries Limited,ALPSINDUS.NS
70,Amara Raja Batteries Limited,AMARAJABAT.NS
71,Amber Enterprises India Limited,AMBER.NS
72,Ambika Cotton Mills Limited,AMBIKCO.NS
73,Ambuja Cements Limited,AMBUJACEM.NS
74,AMD Industries Limited,AMDIND.NS
75,Amj Land Holdings Limited,AMJLAND.NS
76,Amrutanjan Health Care Limited,AMRUTANJAN.NS
77,Anant Raj Limited,ANANTRAJ.NS
78,Andhra Bank,ANDHRABANK.NS
79,Andhra Cements Limited,ANDHRACEMT.NS
80,The Andhra Sugars Limited,ANDHRSUGAR.NS
81,Anik Industries Limited,ANIKINDS.NS
82,Ankit Metal & Power Limited,ANKITMETAL.NS
83,Ansal Properties & Infrastructure Limited,ANSALAPI.NS
84,Ansal Housing Limited,ANSALHSG.NS
85,Antarctica Limited,ANTGRAPHIC.NS
86,The Anup Engineering Limited,ANUP.NS
87,Apar Industries Limited,APARINDS.NS
88,Anjani Portland Cement Limited,APCL.NS
89,Apcotex Industries Limited,APCOTEXIND.NS
90,Apex Frozen Foods Limited,APEX.NS
91,APL Apollo Tubes Limited,APLAPOLLO.NS
92,Alembic Pharmaceuticals Limited,APLLTD.NS
93,Apollo Micro Systems Limited,APOLLO.NS
94,Apollo Hospitals Enterprise Limited,APOLLOHOSP.NS
95,Apollo Pipes Limited,APOLLOPIPE.NS
96,Apollo Tyres Limited,APOLLOTYRE.NS
97,Apollo Sindoori Hotels Limited,APOLSINHOT.NS
98,Aptech Limited,APTECHT.NS
99,Archidply Industries Limited,ARCHIDPLY.NS
100,Archies Limited,ARCHIES.NS
101,Arcotech Limited,ARCOTECH.NS
102,Rajdarshan Industries Limited,ARENTERP.NS
103,Aries Agro Limited,ARIES.NS
104,Arihant Foundations & Housing Limited,ARIHANT.NS
105,Arihant Superstructures Limited,ARIHANTSUP.NS
106,Arman Financial Services Limited,ARMANFIN.NS
107,Aro Granite Industries Limited,AROGRANITE.NS
108,Arrow Greentech Limited,ARROWGREEN.NS
109,Arrow Textiles Limited,ARROWTEX.NS
110,Arshiya Limited,ARSHIYA.NS
111,ARSS Infrastructure Projects Limited,ARSSINFRA.NS
112,Arvind Limited,ARVIND.NS
113,Arvind Fashions Limited,ARVINDFASN.NS
114,Arvind SmartSpaces Limited,ARVSMART.NS
115,Asahi India Glass Limited,ASAHIINDIA.NS
116,Asahi Songwon Colors Limited,ASAHISONG.NS
117,Automotive Stampings and Assemblies Limited,ASAL.NS
118,Ashapura Minechem Limited,ASHAPURMIN.NS
119,Ashiana Housing Limited,ASHIANA.NS
120,Ashima Limited,ASHIMASYN.NS
121,Ashoka Buildcon Limited,ASHOKA.NS
122,Ashok Leyland Limited,ASHOKLEY.NS
123,Asian Hotels (North) Limited,ASIANHOTNR.NS
124,Asian Paints Limited,ASIANPAINT.NS
125,Asian Granito India Limited,ASIANTILES.NS
126,Aspinwall and Company Limited,ASPINWALL.NS
127,Astec LifeSciences Limited,ASTEC.NS
128,Aster DM Healthcare Limited,ASTERDM.NS
129,Astral Poly Technik Limited,ASTRAL.NS
130,Astra Microwave Products Limited,ASTRAMICRO.NS
131,AstraZeneca Pharma India Limited,ASTRAZEN.NS
132,Astron Paper & Board Mill Limited,ASTRON.NS
133,Agro Tech Foods Limited,ATFL.NS
134,Atlanta  Limited,ATLANTA.NS
135,Atlas Cycles (Haryana) Limited,ATLASCYCLE.NS
136,Atul Limited,ATUL.NS
137,Atul Auto Limited,ATULAUTO.NS
138,AU Small Finance Bank Limited,AUBANK.NS
139,Aurionpro Solutions Limited,AURIONPRO.NS
140,Aurobindo Pharma Limited,AUROPHARMA.NS
141,Ausom Enterprise Limited,AUSOMENT.NS
142,Automotive Axles Limited,AUTOAXLES.NS
143,Autoline Industries Limited,AUTOIND.NS
144,Autolite (India) Limited,AUTOLITIND.NS
145,Avadh Sugar & Energy Limited,AVADHSUGAR.NS
146,Avanti Feeds Limited,AVANTIFEED.NS
147,AVT Natural Products Limited,AVTNPL.NS
148,Axis Bank Limited,AXISBANK.NS
149,AXISCADES Engineering Technologies Limited,AXISCADES.NS
150,AYM Syntex Limited,AYMSYNTEX.NS
151,B.A.G Films and Media Limited,BAGFILMS.NS
152,Bajaj Auto Limited,BAJAJ-AUTO.NS
153,Bajaj Consumer Care Limited,BAJAJCON.NS
154,Bajaj Electricals Limited,BAJAJELEC.NS
155,Bajaj Finserv Limited,BAJAJFINSV.NS
156,Bajaj Hindusthan Sugar Limited,BAJAJHIND.NS
157,Bajaj Holdings & Investment Limited,BAJAJHLDNG.NS
158,Bajaj Finance Limited,BAJFINANCE.NS
159,Balaji Telefilms Limited,BALAJITELE.NS
160,Balaji Amines Limited,BALAMINES.NS
161,Balaxi Ventures Limited,BALAXI.NS
162,Balkrishna Paper Mills Limited,BALKRISHNA.NS
163,Balkrishna Industries Limited,BALKRISIND.NS
164,Ballarpur Industries Limited,BALLARPUR.NS
165,Balmer Lawrie & Company Limited,BALMLAWRIE.NS
166,Bal Pharma Limited,BALPHARMA.NS
167,Balrampur Chini Mills Limited,BALRAMCHIN.NS
168,Banaras Beads Limited,BANARBEADS.NS
169,Bannari Amman Sugars Limited,BANARISUG.NS
170,Banco Products (I) Limited,BANCOINDIA.NS
171,Bandhan Bank Limited,BANDHANBNK.NS
172,Bang Overseas Limited,BANG.NS
173,Bank of Baroda,BANKBARODA.NS
174,Bank of India,BANKINDIA.NS
175,Banswara Syntex Limited,BANSWRAS.NS
176,Bartronics India Limited,BARTRONICS.NS
177,BASF India Limited,BASF.NS
178,Bannari Amman Spinning Mills Limited,BASML.NS
179,Bata India Limited,BATAINDIA.NS
180,Bayer Cropscience Limited,BAYERCROP.NS
181,Bharat Bijlee Limited,BBL.NS
182,Bombay Burmah Trading Corporation Limited,BBTC.NS
183,Brightcom Group Limited,BCG.NS
184,B.C. Power Controls Ltd,BCP.NS
185,Bharat Dynamics Limited,BDL.NS
186,Beardsell Limited,BEARDSELL.NS
187,Bedmutha Industries Limited,BEDMUTHA.NS
188,Bharat Electronics Limited,BEL.NS
189,BEML Limited,BEML.NS
190,Bhansali Engineering Polymers Limited,BEPL.NS
191,Berger Paints (I) Limited,BERGEPAINT.NS
192,BF Investment Limited,BFINVEST.NS
193,BF Utilities Limited,BFUTILITIE.NS
194,Bharatiya Global Infomedia Limited,BGLOBAL.NS
195,BGR Energy Systems Limited,BGRENERGY.NS
196,Bhageria Industries Limited,BHAGERIA.NS
197,Bhagyanagar India Limited,BHAGYANGR.NS
198,Bhagyanagar Properties Limited,BHAGYAPROP.NS
199,Bhandari Hosiery Exports Limited,BHANDARI.NS
200,Bharat Forge Limited,BHARATFORG.NS
201,Bharat Gears Limited,BHARATGEAR.NS
202,Bharat Rasayan Limited,BHARATRAS.NS
203,Bharat Wire Ropes Limited,BHARATWIRE.NS
204,Bharti Airtel Limited,BHARTIARTL.NS
205,Bharat Heavy Electricals Limited,BHEL.NS
206,Bigbloc Construction Limited,BIGBLOC.NS
207,Bhartiya International Limited,BIL.NS
208,Bil Energy Systems Limited,BILENERGY.NS
209,Oswal Chemicals & Fertilizers Limited,BINDALAGRO.NS
210,Biocon Limited,BIOCON.NS
211,Biofil Chemicals & Pharmaceuticals Limited,BIOFILCHEM.NS
212,Birla Cable Limited,BIRLACABLE.NS
213,Birla Corporation Limited,BIRLACORPN.NS
214,Aditya Birla Money Limited,BIRLAMONEY.NS
215,Bkm Industries Limited,BKMINDST.NS
216,BLB Limited,BLBLIMITED.NS
217,Bliss GVS Pharma Limited,BLISSGVS.NS
218,B. L. Kashyap and Sons Limited,BLKASHYAP.NS
219,BLS International Services Limited,BLS.NS
220,Blue Blends (I) Limited,BLUEBLENDS.NS
221,Blue Coast Hotels Limited,BLUECOAST.NS
222,Blue Dart Express Limited,BLUEDART.NS
223,Blue Star Limited,BLUESTARCO.NS
224,Bodal Chemicals Limited,BODALCHEM.NS
225,Bombay Dyeing & Mfg Company Limited,BOMDYEING.NS
226,Borosil Glass Works Limited,BOROSIL.NS
227,Bosch Limited,BOSCHLTD.NS
228,Bharat Petroleum Corporation Limited,BPCL.NS
229,BPL Limited,BPL.NS
230,Bombay Rayon Fashions Limited,BRFL.NS
231,Brigade Enterprises Limited,BRIGADE.NS
232,Britannia Industries Limited,BRITANNIA.NS
233,Bharat Road Network Limited,BRNL.NS
234,Brooks Laboratories Limited,BROOKS.NS
235,BSE Limited,BSE.NS
236,BSEL Infrastructure Realty Limited,BSELINFRA.NS
237,BSL Limited,BSL.NS
238,BIRLASOFT LIMITED,BSOFT.NS
239,Burnpur Cement Limited,BURNPUR.NS
240,Butterfly Gandhimathi Appliances Limited,BUTTERFLY.NS
241,Barak Valley Cements Limited,BVCL.NS
242,The Byke Hospitality Ltd,BYKE.NS
243,Cadila Healthcare Limited,CADILAHC.NS
244,California Software Company Limited,CALSOFT.NS
245,Camlin Fine Sciences Limited,CAMLINFINE.NS
246,Canara Bank,CANBK.NS
247,C & C Constructions Limited,CANDC.NS
248,Can Fin Homes Limited,CANFINHOME.NS
249,Cantabil Retail India Limited,CANTABIL.NS
250,Capacit’e Infraprojects Limited,CAPACITE.NS
251,Caplin Point Laboratories Limited,CAPLIPOINT.NS
252,Capital Trust Limited,CAPTRUST.NS
253,Carborundum Universal Limited,CARBORUNIV.NS
254,Career Point Limited,CAREERP.NS
255,CARE Ratings Limited,CARERATING.NS
256,Castex Technologies Limited,CASTEXTECH.NS
257,Castrol India Limited,CASTROLIND.NS
258,Country Club Hospitality & Holidays Limited,CCHHL.NS
259,CCL Products (India) Limited,CCL.NS
260,Central Depository Services (India) Limited,CDSL.NS
261,CEAT Limited,CEATLTD.NS
262,Commercial Engineers & Body Builders Co Limited,CEBBCO.NS
263,Celebrity Fashions Limited,CELEBRITY.NS
264,Celestial Biolabs Limited,CELESTIAL.NS
265,Century Enka Limited,CENTENKA.NS
266,Century Extrusions Limited,CENTEXT.NS
267,Central Bank of India,CENTRALBK.NS
268,Centrum Capital Limited,CENTRUM.NS
269,Centum Electronics Limited,CENTUM.NS
270,Century Plyboards (India) Limited,CENTURYPLY.NS
271,Century Textiles & Industries Limited,CENTURYTEX.NS
272,Cera Sanitaryware Limited,CERA.NS
273,Cerebra Integrated Technologies Limited,CEREBRAINT.NS
274,CESC Limited,CESC.NS
275,CESC Ventures Limited,CESCVENT.NS
276,Capri Global Capital Limited,CGCL.NS
277,CG Power and Industrial Solutions Limited,CGPOWER.NS
278,Chalet Hotels Limited,CHALET.NS
279,Chambal Fertilizers & Chemicals Limited,CHAMBLFERT.NS
280,Chemfab Alkalis Limited,CHEMFAB.NS
281,Chennai Petroleum Corporation Limited,CHENNPETRO.NS
282,Cholamandalam Investment and Finance Company Limited,CHOLAFIN.NS
283,Cholamandalam Financial Holdings Limited,CHOLAHLDNG.NS
284,Chromatic India Limited,CHROMATIC.NS
285,Cigniti Technologies Limited,CIGNITITEC.NS
286,Cimmco Limited,CIMMCO.NS
287,Cineline India Limited,CINELINE.NS
288,Cinevista Limited,CINEVISTA.NS
289,Cipla Limited,CIPLA.NS
290,Cox & Kings Financial Service Limited,CKFSL.NS
291,CL Educate Limited,CLEDUCATE.NS
292,Clariant Chemicals (India) Limited,CLNINDIA.NS
293,CMI Limited,CMICABLES.NS
294,CIL Nova Petrochemicals Limited,CNOVAPETRO.NS
295,Coal India Limited,COALINDIA.NS
296,Cochin Shipyard Limited,COCHINSHIP.NS
297,Coffee Day Enterprises Limited,COFFEEDAY.NS
298,Colgate Palmolive (India) Limited,COLPAL.NS
299,Compuage Infocom Limited,COMPINFO.NS
300,Compucom Software Limited,COMPUSOFT.NS
301,Container Corporation of India Limited,CONCOR.NS
302,Confidence Petroleum India Limited,CONFIPET.NS
303,Consolidated Finvest & Holdings Limited,CONSOFINVT.NS
304,Control Print Limited,CONTROLPR.NS
305,Coral India Finance & Housing Limited,CORALFINAC.NS
306,Cords Cable Industries Limited,CORDSCABLE.NS
307,Coromandel International Limited,COROMANDEL.NS
308,Corporation Bank,CORPBANK.NS
309,Cosmo Films Limited,COSMOFILMS.NS
310,Country Condo’s Limited,COUNCODOS.NS
311,Cox & Kings Limited,COX&KINGS.NS
312,Creative Peripherals and Distribution Limited,CREATIVE.NS
313,Creative Eye Limited,CREATIVEYE.NS
314,CREDITACCESS GRAMEEN LIMITED,CREDITACC.NS
315,Crest Ventures Limited,CREST.NS
316,CRISIL Limited,CRISIL.NS
317,Crompton Greaves Consumer Electricals Limited,CROMPTON.NS
318,Cambridge Technology Enterprises Limited,CTE.NS
319,City Union Bank Limited,CUB.NS
320,Cubex Tubings Limited,CUBEXTUB.NS
321,Cummins India Limited,CUMMINSIND.NS
322,Cupid Limited,CUPID.NS
323,Cura Technologies Limited,CURATECH.NS
324,Cyber Media (India) Limited,CYBERMEDIA.NS
325,Cybertech Systems And Software Limited,CYBERTECH.NS
326,Cyient Limited,CYIENT.NS
327,LT Foods Limited,DAAWAT.NS
328,Dabur India Limited,DABUR.NS
329,Dalmia Bharat Limited,DALBHARAT.NS
330,Dalmia Bharat Sugar and Industries Limited,DALMIASUG.NS
331,Damodar Industries Limited,DAMODARIND.NS
332,Datamatics Global Services Limited,DATAMATICS.NS
333,D.B.Corp Limited,DBCORP.NS
334,Dilip Buildcon Limited,DBL.NS
335,D B Realty Limited,DBREALTY.NS
336,DB (International) Stock Brokers Limited,DBSTOCKBRO.NS
337,Dishman Carbogen Amcis Limited,DCAL.NS
338,DCB Bank Limited,DCBBANK.NS
339,DCM  Limited,DCM.NS
340,DCM Financial Services Limited,DCMFINSERV.NS
341,DCM Nouvelle Limited,DCMNVL.NS
342,DCM Shriram Limited,DCMSHRIRAM.NS
343,DCW Limited,DCW.NS
344,Deccan Cements Limited,DECCANCE.NS
345,Deepak Fertilizers and Petrochemicals Corporation Limited,DEEPAKFERT.NS
346,Deepak Nitrite Limited,DEEPAKNTR.NS
347,Deep Industries Limited,DEEPIND.NS
348,Delta Corp Limited,DELTACORP.NS
349,Delta Magnets Limited,DELTAMAGNT.NS
350,Den Networks Limited,DEN.NS
351,De Nora India Limited,DENORA.NS
352,DFM Foods Limited,DFMFOODS.NS
353,Digicontent Limited,DGCONTENT.NS
354,Dhampur Sugar Mills Limited,DHAMPURSUG.NS
355,Dhanlaxmi Bank Limited,DHANBANK.NS
356,Dhanuka Agritech Limited,DHANUKA.NS
357,Dharani Sugars & Chemicals Limited,DHARSUGAR.NS
358,Dewan Housing Finance Corporation Limited,DHFL.NS
359,Dhunseri Investments Limited,DHUNINV.NS
360,Prataap Snacks Limited,DIAMONDYD.NS
361,Diamond Power Infra Ltd,DIAPOWER.NS
362,DIC India Limited,DICIND.NS
363,DiGiSPICE Technologies Limited,DIGISPICE.NS
364,Digjam Limited,DIGJAMLTD.NS
365,Dish TV India Limited,DISHTV.NS
366,Divi’s Laboratories Limited,DIVISLAB.NS
367,Dixon Technologies (India) Limited,DIXON.NS
368,DLF Limited,DLF.NS
369,D-Link (India) Limited,DLINKINDIA.NS
370,Avenue Supermarts Limited,DMART.NS
371,Diligent Media Corporation Limited,DNAMEDIA.NS
372,Dolat Investments Limited,DOLAT.NS
373,Dollar Industries Limited,DOLLAR.NS
374,Donear Industries Limited,DONEAR.NS
375,DPSC Limited,DPSCLTD.NS
376,DQ Entertainment (International) Limited,DQE.NS
377,Dredging Corporation of India Limited,DREDGECORP.NS
378,Dr. Reddy’s Laboratories Limited,DRREDDY.NS
379,Dynacons Systems & Solutions Limited,DSSL.NS
380,Dhunseri Tea & Industries Limited,DTIL.NS
381,Ducon Infratechnologies Limited,DUCON.NS
382,Dhunseri Ventures Limited,DVL.NS
383,Dwarikesh Sugar Industries Limited,DWARKESH.NS
384,Dynamatic Technologies Limited,DYNAMATECH.NS
385,Dynemic Products Limited,DYNPRO.NS
386,Eastern Silk Industries Limited,EASTSILK.NS
387,Easun Reyrolle Limited,EASUNREYRL.NS
388,eClerx Services Limited,ECLERX.NS
389,Edelweiss Financial Services Limited,EDELWEISS.NS
390,Empee Distilleries Limited,EDL.NS
391,Educomp Solutions Limited,EDUCOMP.NS
392,Eicher Motors Limited,EICHERMOT.NS
393,EID Parry India Limited,EIDPARRY.NS
394,EIH Associated Hotels Limited,EIHAHOTELS.NS
395,EIH Limited,EIHOTEL.NS
396,Eimco Elecon (India) Limited,EIMCOELECO.NS
397,Everest Kanto Cylinder Limited,EKC.NS
398,Elecon Engineering Company Limited,ELECON.NS
399,Electrosteel Castings Limited,ELECTCAST.NS
400,Electrotherm (India) Limited,ELECTHERM.NS
401,Elgi Equipments Limited,ELGIEQUIP.NS
402,Elgi Rubber Company Limited,ELGIRUBCO.NS
403,Emami Limited,EMAMILTD.NS
404,Emami Paper Mills Limited,EMAMIPAP.NS
405,Emami Realty Limited,EMAMIREAL.NS
406,Emco Limited,EMCO.NS
407,Emkay Global Financial Services Limited,EMKAY.NS
408,Emmbi Industries Limited,EMMBI.NS
409,Endurance Technologies Limited,ENDURANCE.NS
410,Energy Development Company Limited,ENERGYDEV.NS
411,Engineers India Limited,ENGINERSIN.NS
412,Entertainment Network (India) Limited,ENIL.NS
413,Eon Electric Limited,EON.NS
414,Equitas Holdings Limited,EQUITAS.NS
415,Eris Lifesciences Limited,ERIS.NS
416,Eros International Media Limited,EROSMEDIA.NS
417,Esab India Limited,ESABINDIA.NS
418,Escorts Limited,ESCORTS.NS
419,Essar Shipping Limited,ESSARSHPNG.NS
420,Essel Propack Limited,ESSELPACK.NS
421,Ester Industries Limited,ESTER.NS
422,Euro Ceramics Limited,EUROCERA.NS
423,Euro Multivision Limited,EUROMULTI.NS
424,Eurotex Industries and Exports Limited,EUROTEXIND.NS
425,Eveready Industries India Limited,EVEREADY.NS
426,Everest Industries Limited,EVERESTIND.NS
427,Excel Realty N Infra Limited,EXCEL.NS
428,Excel Industries Limited,EXCELINDUS.NS
429,Exide Industries Limited,EXIDEIND.NS
430,Expleo Solutions Limited,EXPLEOSOL.NS
431,Fertilizers and Chemicals Travancore Limited,FACT.NS
432,Fairchem Speciality Limited,FAIRCHEM.NS
433,Fineotex Chemical Limited,FCL.NS
434,Future Consumer Limited,FCONSUMER.NS
435,FCS Software Solutions Limited,FCSSOFT.NS
436,FDC Limited,FDC.NS
437,"The Federal Bank 
Limited",FEDERALBNK.NS
438,Future Enterprises Limited,FEL.NS
439,Future Enterprises Limited,FELDVR.NS
440,Fiem Industries Limited,FIEMIND.NS
441,Filatex India Limited,FILATEX.NS
442,Finolex Cables Limited,FINCABLES.NS
443,Fine Organic Industries Limited,FINEORG.NS
444,Finolex Industries Limited,FINPIPE.NS
445,Flexituff Ventures International Limited,FLEXITUFF.NS
446,Future Lifestyle Fashions Limited,FLFL.NS
447,Gujarat Fluorochemicals Limited,FLUOROCHEM.NS
448,Federal-Mogul Goetze (India) Limited.,FMGOETZE.NS
449,Future Market Networks Limited,FMNL.NS
450,FORCE MOTORS LTD,FORCEMOT.NS
451,Fortis Healthcare Limited,FORTIS.NS
452,Foseco India Limited,FOSECOIND.NS
453,Future Retail Limited,FRETAIL.NS
454,Future Supply Chain Solutions Limited,FSC.NS
455,Firstsource Solutions Limited,FSL.NS
456,Gabriel India Limited,GABRIEL.NS
457,Gujarat Ambuja Exports Limited,GAEL.NS
458,GAIL (India) Limited,GAIL.NS
459,Gyscoal Alloys Limited,GAL.NS
460,Galaxy Surfactants Limited,GALAXYSURF.NS
461,Gallantt Metal Limited,GALLANTT.NS
462,Gallantt Ispat Limited,GALLISPAT.NS
463,Gammon Infrastructure Projects Limited,GAMMNINFRA.NS
464,Gandhi Special Tubes Limited,GANDHITUBE.NS
465,Ganesha Ecosphere Limited,GANECOS.NS
466,Ganesh Housing Corporation Limited,GANESHHOUC.NS
467,Ganges Securities Limited,GANGESSECU.NS
468,Gangotri Textiles Limited,GANGOTRI.NS
469,Garden Silk Mills Limited,GARDENSILK.NS
470,Garware Technical Fibres Limited,GARFIBRES.NS
471,GATI Limited,GATI.NS
472,Gayatri Highways Limited,GAYAHWS.NS
473,Gayatri Projects Limited,GAYAPROJ.NS
474,Gateway Distriparks Limited,GDL.NS
475,GeeCee Ventures Limited,GEECEE.NS
476,Genesys International Corporation Limited,GENESYS.NS
477,Genus Paper & Boards Limited,GENUSPAPER.NS
478,Genus Power Infrastructures Limited,GENUSPOWER.NS
479,Geojit Financial Services Limited,GEOJITFSL.NS
480,GE Power India Limited,GEPIL.NS
481,The Great Eastern Shipping Company Limited,GESHIP.NS
482,GE T&D India Limited,GET&D.NS
483,GFL Limited,GFLLIMITED.NS
484,GHCL Limited,GHCL.NS
485,GIC Housing Finance Limited,GICHSGFIN.NS
486,General Insurance Corporation of India,GICRE.NS
487,Gillanders Arbuthnot & Company Limited,GILLANDERS.NS
488,Gillette India Limited,GILLETTE.NS
489,Ginni Filaments Limited,GINNIFILA.NS
490,Gujarat Industries Power Company Limited,GIPCL.NS
491,GI Engineering Solutions Limited,GISOLUTION.NS
492,GKW Limited,GKWLIMITED.NS
493,GlaxoSmithKline Pharmaceuticals Limited,GLAXO.NS
494,Glenmark Pharmaceuticals Limited,GLENMARK.NS
495,Gujarat Lease Financing Limited,GLFL.NS
496,Global Vectra Helicorp Limited,GLOBALVECT.NS
497,Global Offshore Services Limited,GLOBOFFS.NS
498,Globus Spirits Limited,GLOBUSSPR.NS
499,GM Breweries Limited,GMBREW.NS
500,Gujarat Mineral Development Corporation Limited,GMDCLTD.NS
501,GMM Pfaudler Limited,GMMPFAUDLR.NS
502,GMR Infrastructure Limited,GMRINFRA.NS
503,GNA Axles Limited,GNA.NS
504,Gujarat Narmada Valley Fertilizers and Chemicals Limited,GNFC.NS
505,Goa Carbon Limited,GOACARBON.NS
506,GOCL Corporation Limited,GOCLCORP.NS
507,Godfrey Phillips India Limited,GODFRYPHLP.NS
508,Godrej Agrovet Limited,GODREJAGRO.NS
509,Godrej Consumer Products Limited,GODREJCP.NS
510,Godrej Industries Limited,GODREJIND.NS
511,Godrej Properties Limited,GODREJPROP.NS
512,Goenka Diamond and Jewels Limited,GOENKA.NS
513,Gokaldas Exports Limited,GOKEX.NS
514,Gokul Refoils and Solvent Limited,GOKUL.NS
515,Gokul Agro Resources Limited,GOKULAGRO.NS
516,Golden Tobacco Limited,GOLDENTOBC.NS
517,Goldiam International Limited,GOLDIAM.NS
518,Goldstone Technologies Limited,GOLDTECH.NS
519,Goodluck India Limited,GOODLUCK.NS
520,Godawari Power And Ispat limited,GPIL.NS
521,Gujarat Pipavav Port Limited,GPPL.NS
522,GPT Infraprojects Limited,GPTINFRA.NS
523,Granules India Limited,GRANULES.NS
524,Graphite India Limited,GRAPHITE.NS
525,Grasim Industries Limited,GRASIM.NS
526,Gravita India Limited,GRAVITA.NS
527,Greaves Cotton Limited,GREAVESCOT.NS
528,Greenlam Industries Limited,GREENLAM.NS
529,Greenpanel Industries Limited,GREENPANEL.NS
530,Greenply Industries Limited,GREENPLY.NS
531,Orient Green Power Company Limited,GREENPOWER.NS
532,Grindwell Norton Limited,GRINDWELL.NS
533,The Grob Tea Company Limited,GROBTEA.NS
534,GRP Limited,GRPLTD.NS
535,Garden Reach Shipbuilders & Engineers Limited,GRSE.NS
536,Gujarat Sidhee Cement Limited,GSCLCEMENT.NS
537,Gujarat State Fertilizers & Chemicals Limited,GSFC.NS
538,GlaxoSmithKline Consumer Healthcare Limited,GSKCONS.NS
539,Gujarat State Petronet Limited,GSPL.NS
540,GSS Infotech Limited,GSS.NS
541,GTL Limited,GTL.NS
542,GTL Infrastructure Limited,GTLINFRA.NS
543,GTN Industries Limited,GTNIND.NS
544,GTN Textiles Limited,GTNTEX.NS
545,GTPL Hathway Limited,GTPL.NS
546,Gufic Biosciences Limited,GUFICBIO.NS
547,Gujarat Alkalies and Chemicals Limited,GUJALKALI.NS
548,Gujarat Apollo Industries Limited,GUJAPOLLO.NS
549,Gujarat Gas Limited,GUJGASLTD.NS
550,Gujarat Raffia Industries Limited,GUJRAFFIA.NS
551,Gulf Oil Lubricants India Limited,GULFOILLUB.NS
552,GP Petroleums Limited,GULFPETRO.NS
553,Gulshan Polyols Limited,GULPOLY.NS
554,GVK Power & Infrastructure Limited,GVKPIL.NS
555,Hindustan Aeronautics Limited,HAL.NS
556,Harita Seating Systems Limited,HARITASEAT.NS
557,"Harrisons  Malayalam
Limited",HARRMALAYA.NS
558,Hathway Cable & Datacom Limited,HATHWAY.NS
