Date,High,Low,Open,Close,Volume,Adj Close,10 M M.A.
2011-12-31,413.95001220703125,343.57501220703125,348.3999938964844,408.54998779296875,218679384.0,358.2569274902344,420.94249572753904
2012-01-31,432.3500061035156,382.67498779296875,409.45001220703125,410.375,205048838.0,359.8572998046875,412.79249572753906
2012-02-29,415.0,359.0,405.8999938964844,375.29998779296875,192017372.0,329.1000671386719,402.72999572753906
2012-03-31,381.45001220703125,361.8500061035156,374.67498779296875,372.54998779296875,122314484.0,326.6885681152344,395.05999450683595
2012-04-30,375.70001220703125,336.5249938964844,372.5,352.79998779296875,151636816.0,309.36981201171875,388.94249267578124
2012-05-31,371.4750061035156,336.70001220703125,353.67498779296875,368.92498779296875,133559630.0,331.4890441894531,386.7049926757812
2012-06-30,373.04998779296875,353.32501220703125,367.75,371.79998779296875,99189354.0,334.0722961425781,383.4674926757813
2012-07-31,412.45001220703125,365.2749938964844,370.125,383.20001220703125,142289296.0,344.3155212402344,377.9099945068359
2012-08-31,440.79998779296875,380.0249938964844,384.0,418.6000061035156,150846334.0,376.12335205078125,380.8574951171875
2012-09-30,431.0,341.17498779296875,420.0,402.75,131799460.0,361.8817138671875,386.48499450683596
2012-10-31,407.45001220703125,380.54998779296875,397.5,396.8500061035156,107928024.0,356.5804443359375,385.31499633789065
2012-11-30,424.8999938964844,394.875,397.5,419.7749938964844,97742448.0,377.1791076660156,386.25499572753904
2012-12-31,477.5,418.125,422.0,443.32501220703125,165232600.0,398.3394470214844,393.0574981689453
2013-01-31,450.5,402.875,445.67498779296875,406.92498779296875,109427094.0,365.6330261230469,396.4949981689453
2013-02-28,434.70001220703125,382.20001220703125,408.0,386.45001220703125,120833146.0,347.2356872558594,399.86000061035156
2013-03-31,413.29998779296875,382.07501220703125,390.5,394.1000061035156,137556656.0,354.10943603515625,402.37750244140625
2013-04-30,427.5,389.6000061035156,394.1000061035156,403.1499938964844,142192584.0,362.2411193847656,405.5125030517578
2013-05-31,436.5,387.6499938964844,401.8500061035156,431.29998779296875,155875184.0,396.2530822753906,410.32250061035154
2013-06-30,463.95001220703125,419.5,431.0,436.0249938964844,152133116.0,400.5941467285156,412.06499938964845
2013-07-31,441.42498779296875,381.95001220703125,437.57501220703125,426.92498779296875,145785768.0,392.23358154296875,414.4824981689453
2013-08-31,450.5,409.54998779296875,426.6000061035156,411.20001220703125,138362656.0,377.7864074707031,415.91749877929686
2013-09-30,459.0,408.8500061035156,413.1499938964844,457.3500061035156,124723052.0,420.1863098144531,419.675
2013-10-31,463.2749938964844,417.625,455.04998779296875,426.6000061035156,90954280.0,391.93499755859375,418.00249938964845
2013-11-30,454.5,418.375,426.5,447.6000061035156,97837864.0,411.22857666015625,422.07000122070315
2013-12-31,449.125,411.1000061035156,448.7250061035156,415.57501220703125,129600574.0,381.8058776855469,424.9825012207031
2014-01-31,414.8999938964844,396.54998779296875,413.1000061035156,399.9750061035156,83871244.0,367.4735107421875,425.57000122070315
2014-02-28,469.8999938964844,398.57501220703125,400.04998779296875,465.375,191553198.0,427.5592041015625,431.79250183105466
2014-03-31,494.375,464.54998779296875,468.0,467.8999938964844,118291990.0,429.8790283203125,435.45250244140624
2014-04-30,572.625,462.5,467.8999938964844,532.3499755859375,189944566.0,489.09185791015625,445.0850006103516
2014-05-31,566.5,500.0,537.375,507.70001220703125,148859898.0,475.01263427734375,453.1625030517578
2014-06-30,521.6500244140625,479.25,508.6000061035156,503.2250061035156,145934322.0,470.82574462890625,462.36500244140626
2014-07-31,511.5,485.5,497.5,499.3500061035156,101965028.0,467.2002868652344,466.56500244140625
2014-08-31,520.6500244140625,458.6499938964844,502.17498779296875,472.8500061035156,139079236.0,442.4064636230469,471.19000244140625
2014-09-30,501.8500061035156,455.7749938964844,471.79998779296875,500.2749938964844,125010328.0,468.06573486328125,476.45750122070314
2014-10-31,508.67498779296875,481.70001220703125,502.0,495.79998779296875,97485734.0,463.8788146972656,484.47999877929686
2014-11-30,495.9750061035156,429.8500061035156,494.5,445.57501220703125,134711008.0,416.88751220703125,489.0399993896484
2014-12-31,467.25,415.6000061035156,443.1499938964844,457.625,155983028.0,428.1616516113281,488.26499938964844
2015-01-31,471.8999938964844,418.29998779296875,458.0249938964844,427.7749938964844,118894314.0,400.2334899902344,484.25249938964845
2015-02-28,454.82501220703125,398.2250061035156,434.5,413.0,140282708.0,386.40972900390625,472.3175018310547
2015-03-31,472.1499938964844,406.54998779296875,412.45001220703125,431.17498779296875,176113318.0,403.41455078125,464.6649993896484
2015-04-30,457.70001220703125,428.6000061035156,431.17498779296875,438.5,132409442.0,410.2679748535156,458.1924987792969
2015-05-31,507.04998779296875,436.82501220703125,440.0,500.04998779296875,204648950.0,478.8538513183594,458.2624969482422
2015-06-30,533.9249877929688,491.57501220703125,500.5,500.92498779296875,143551780.0,479.6917724609375,461.0699951171875
2015-07-31,881.25,409.0,500.5,869.1500244140625,181438520.0,832.3084716796875,497.95749816894534
2015-08-31,449.75,412.54998779296875,426.95001220703125,431.1499938964844,144487080.0,412.8743591308594,491.49249877929685
2015-09-30,487.3999938964844,429.29998779296875,436.9750061035156,473.8500061035156,115471052.0,453.7644348144531,494.3199981689453
2015-10-31,496.25,454.9750061035156,474.5,483.54998779296875,109060528.0,463.05322265625,496.91249694824216
2015-11-30,509.8500061035156,456.42498779296875,482.0,507.29998779296875,132683880.0,485.7965087890625,504.8649963378906
2015-12-31,544.875,488.3500061035156,504.8999938964844,517.7000122070312,238202558.0,495.7557067871094,515.3349975585937
2016-01-31,520.9000244140625,444.04998779296875,519.9749755859375,483.32501220703125,163737668.0,462.8377990722656,520.55
2016-02-29,528.0,482.32501220703125,482.3500061035156,522.5999755859375,142134204.0,500.4479675292969,528.9599975585937
2016-03-31,534.9500122070312,489.42498779296875,519.5499877929688,491.3500061035156,159703850.0,480.3962097167969,528.0899993896485
2016-04-30,497.4750061035156,462.82501220703125,489.5,478.92498779296875,136401560.0,468.2481689453125,525.8899993896484
2016-05-31,497.07501220703125,466.70001220703125,478.9750061035156,484.57501220703125,119407720.0,473.77227783203125,487.4324981689453
2016-06-30,519.375,485.0,486.375,507.45001220703125,106202168.0,496.1372985839844,495.0625
2016-07-31,537.0,491.70001220703125,509.0,530.0,123652980.0,518.1846313476562,500.67749938964846
2016-08-31,564.7750244140625,501.1499938964844,526.5,541.8499755859375,205502508.0,529.7703857421875,506.5074981689453
2016-09-30,563.125,521.7000122070312,543.5,527.4749755859375,122965552.0,515.7158813476562,508.5249969482422
2016-10-31,527.9749755859375,465.0,525.6500244140625,495.0249938964844,130845272.0,483.9892883300781,506.2574951171875
2016-11-30,1041.699951171875,493.25,500.0,1027.199951171875,135910011.0,1004.30029296875,560.6449890136719
2016-12-31,548.75,506.3999938964844,542.0,522.5999755859375,123891914.0,510.94952392578125,560.6449890136719
2017-01-31,628.4000244140625,511.0,523.0499877929688,619.0250244140625,230243988.0,605.2249755859375,573.4124908447266
2017-02-28,668.8250122070312,613.5250244140625,620.0499877929688,660.4500122070312,299662162.0,645.7264404296875,591.5649932861328
2017-03-31,733.875,668.5250244140625,671.0,697.5999755859375,206821142.0,682.0481567382812,612.8674896240234
2017-04-30,701.0,647.5499877929688,697.5999755859375,670.3499755859375,146792438.0,655.40576171875,629.1574859619141
2017-05-31,722.7000122070312,654.5,666.3499755859375,690.0,169288002.0,674.61767578125,645.1574859619141
2017-06-30,815.75,685.5,694.0999755859375,807.5999755859375,221957040.0,789.595947265625,671.7324859619141
2017-07-31,832.4500122070312,765.0,811.375,797.25,128595934.0,785.138427734375,698.7099884033203
2017-08-31,872.5,779.0999755859375,799.9249877929688,780.9000244140625,174575548.0,769.0368041992188,727.2974914550781
2017-09-30,957.7999877929688,780.9000244140625,780.9000244140625,940.8499755859375,149779137.0,926.5568237304688,718.6624938964844
2017-10-31,959.5,873.0,947.75,921.5499877929688,130848079.0,907.550048828125,758.5574951171875
2017-11-30,938.9000244140625,862.6500244140625,924.4500122070312,921.0499877929688,120875177.0,907.0576782226562,788.7599914550781
2017-12-31,990.9500122070312,906.4000244140625,922.7000122070312,961.2999877929688,132123059.0,946.6962280273438,818.8449890136719
2018-01-31,972.5999755859375,871.0,963.25,954.5499877929688,144936545.0,940.0487670898438,844.539990234375
2018-02-28,959.9000244140625,880.0,949.75,882.7000122070312,132806701.0,869.2902221679688,865.7749938964844
2018-03-31,1011.0,885.25,893.0,963.2999877929688,125900999.0,948.665771484375,893.1049926757812
2018-04-30,1000.0,906.5999755859375,963.2999877929688,921.3499755859375,126910309.0,907.35302734375,904.4799926757812
2018-05-31,1036.0,918.4500122070312,920.0,972.4500122070312,161578463.0,957.6768188476562,921.9999938964844
2018-06-30,1190.4000244140625,957.0,972.3499755859375,1186.0,199278275.0,1175.1173095703125,962.5099914550781
2018-07-31,1329.0,1165.949951171875,1190.4000244140625,1241.6500244140625,148803122.0,1230.256591796875,992.5899963378906
2018-08-31,1281.3499755859375,1183.5,1245.0,1257.949951171875,179932122.0,1246.4071044921875,1026.2299926757812
2018-09-30,1257.699951171875,1016.4000244140625,1257.699951171875,1061.25,275487319.0,1051.511962890625,1040.2499938964843
2018-10-31,1186.0,1050.0,1067.9000244140625,1167.550048828125,163681574.0,1156.836669921875,1060.875
2018-11-30,1174.9000244140625,1055.0,1174.9000244140625,1121.25,152734872.0,1110.96142578125,1077.5450012207032
2018-12-31,1264.699951171875,1081.0999755859375,1125.25,1227.1500244140625,213748954.0,1215.8897705078125,1111.9900024414062
2019-01-31,1321.199951171875,1206.0,1234.0,1231.050048828125,174415206.0,1219.75390625,1138.7650085449218
2019-02-28,1388.0,1218.5999755859375,1237.0,1363.25,186686479.0,1350.7408447265625,1182.955010986328
2019-03-31,1412.4000244140625,1321.0,1370.0,1392.800048828125,166946655.0,1380.0196533203125,1224.9900146484374
2019-04-30,1417.5,1227.5,1392.800048828125,1330.1500244140625,245203012.0,1317.944580078125,1239.4050170898438
2019-05-31,1374.25,1248.6500244140625,1335.0,1253.0999755859375,133279066.0,1241.6014404296875,1240.5500122070312
2019-06-30,1300.0,1162.4000244140625,1258.050048828125,1166.25,157981147.0,1155.5484619140625,1231.3800170898437
2019-07-31,1304.449951171875,1095.300048828125,1163.4000244140625,1248.550048828125,239104397.0,1237.0933837890625,1250.1100219726563
2019-08-31,1335.75,1172.6500244140625,1248.550048828125,1332.25,181520211.0,1327.266357421875,1266.5800170898438
2019-09-30,1489.6500244140625,1281.300048828125,1337.0,1464.3499755859375,164271952.0,1458.8721923828125,1300.8900146484375
2019-10-31,1584.1500244140625,1422.550048828125,1455.0,1551.1500244140625,167040786.0,1545.3475341796875,1333.2900146484376
2019-11-30,1617.550048828125,1508.050048828125,1600.0,1514.050048828125,171467991.0,1508.3863525390625,1361.5900146484375
2019-12-31,1609.0,1407.199951171875,1518.0,1411.6500244140625,199839592.0,1406.369384765625,1366.4300170898437
2020-01-31,1508.0,1325.0,1405.300048828125,1328.6500244140625,183780216.0,1323.6798095703125,1360.0150146484375
2020-02-29,1369.0,875.6500244140625,1355.0999755859375,1113.75,454956805.0,1109.583740234375,1338.3750122070312
2020-03-31,1494.949951171875,1045.199951171875,1122.25,1452.22998046875,474064438.0,1446.7974853515625,1358.2880126953125
2020-04-30,1615.0,1393.0,1452.22998046875,1576.800048828125,619448149.0,1570.901611328125,1399.343017578125
2020-05-31,1804.199951171875,1475.949951171875,1480.0,1704.0999755859375,397672706.0,1697.725341796875,1444.8980102539062
2020-06-30,2198.800048828125,1708.050048828125,1720.0,2067.10009765625,616536793.0,2059.367431640625,1518.3830200195312
2020-07-31,2196.0,2000.25,2051.300048828125,2080.699951171875,383255989.0,2080.699951171875,1580.018017578125
2020-08-31,2369.35009765625,2044.25,2100.0,2234.35009765625,378761955.0,2234.35009765625,1648.3380249023437
2020-09-30,2309.0,1991.0,2263.800048828125,2054.5,259827270.0,2054.5,1702.3830200195312
2020-10-31,2095.0,1835.0999755859375,2027.0,1997.199951171875,231495532.0,1997.199951171875,1760.9380126953124
2020-11-12,2008.449951171875,1965.0,1981.0,1980.0,18475366.0,1980.0,1826.0730102539062
